"func","desc"
"gunzip","Uncompress GNU zip files"
"gzip","Compress files into GNU zip files"
"h5create","Create HDF5 data set"
"h5disp","Display contents of HDF5 file"
"h5info","Return information about HDF5 file"
"h5read","Read data from HDF5 data set"
"h5readatt","Read attribute from HDF5 file"
"h5write","Write to HDF5 data set"
"h5writeatt","Write HDF5 attribute"
"hadamard","Hadamard matrix"
"handle","Abstract class for deriving handle classes"
"hankel","Hankel matrix"
"hdf","Summary of MATLAB HDF4 capabilities"
"hdf5","Summary of MATLAB HDF5 capabilities"
"hdf5info","Information about HDF5 file"
"hdf5read","Read HDF5 file"
"hdf5write","Write data to file in HDF5 format"
"hdfinfo","Information about HDF4 or HDF-EOS file"
"hdfread","Read data from HDF4 or HDF-EOS file"
"hdftool","Browse and import data from HDF4 or HDF-EOS files"
"help","Help for functions in Command Window"
"helpbrowser","Open Help browser to access online documentation and demos"
"helpdesk","Open Help browser"
"helpdlg","Create and open help dialog box"
"helpwin","Provide access to help comments for all functions"
"hess","Hessenberg form of matrix"
"hex2dec","Convert hexadecimal number string to decimal number"
"hex2num","Convert hexadecimal number string to double-precisionnumber"
"hgexport","Export figure"
"hggroup","Create hggroup object"
"Hggroup Properties","Hggroup properties"
"hgload","Load Handle Graphics object hierarchy from file"
"hgsave","Save Handle Graphics object hierarchy to file"
"hgsetget","Abstract class used to derive handle class with set andget methods"
"hgtransform","Create hgtransform graphics object"
"Hgtransform Properties","Hgtransform properties"
"hidden","Remove hidden lines from mesh plot"
"hilb","Hilbert matrix"
"hist","Histogram plot"
"histc","Histogram count"
"hold","Retain current graph in figure"
"home","Send cursor home"
"horzcat",""
"function","Concatenate arrays horizontally"
"matlab.mixin.Heterogeneous method","Horizontal concatenationfor heterogeneous arrays."
"horzcat (tscollection)","Horizontal concatenation for tscollection objects"
"hostid","Server host identification number"
"hsv2rgb","Convert HSV colormap to RGB colormap"
"hypot","Square root of sum of squares"
"i","Imaginary unit"
"ichol","Incomplete Cholesky factorization"
"idealfilter",""
"timeseries method","Apply ideal (noncausal) filter to timeseries object"
"idivide","Integer division with rounding option"
"if/elseif/else","Execute statements if condition is true"
"ifft","Inverse fast Fourier transform"
"ifft2","2-D inverse fast Fourier transform"
"ifftn","N-D inverse fast Fourier transform"
"ifftshift","Inverse FFT shift"
"ilu","Sparse incomplete LU factorization"
"im2frame","Convert image to movie frame"
"im2java","Convert image to Java image"
"imag","Imaginary part of complex number"
"image","Display image object"
"Image Properties","Define image properties"
"imagesc","Scale data and display image object"
"imapprox","Approximate indexed image by reducing number of colors"
"imfinfo","Information about graphics file"
"imformats","Manage image file format registry"
"import","Add package or class to current import list"
"importdata","Load data from file"
"imread","Read image from graphics file"
"imwrite","Write image to graphics file"
"incenters",""
"TriRep method","Incenters of specified simplices"
"ind2rgb","Convert indexed image to RGB image"
"ind2sub","Subscripts from linear index"
"Inf","Infinity"
"inferiorto","Specify inferior class relationship"
"info","Information about contacting MathWorks"
"inline","Construct inline object"
"inmem","Names of functions, MEX-files, Sun Java classesin memory"
"inOutStatus",""
"DelaunayTri method","Status of triangles in 2-D constrained Delaunay triangulation"
"inpolygon","Points inside polygonal region"
"input","Request user input"
"inputdlg","Create and open input dialog box"
"inputname","Variable name of function input"
"inputParser","Construct input parser object"
"inspect","Open Property Inspector"
"instrcallback","Event information when event occurs"
"instrfind","Read serial port objects from memory to MATLAB workspace"
"instrfindall","Find visible and hidden serial port objects"
"int16","Convert to 16-bit signed integer"
"int2str","Convert integer to string"
"int32","Convert to 32-bit signed integer"
"int64","Convert to 64-bit signed integer"
"int8","Convert to 8-bit signed integer"
"interfaces","List custom interfaces exposed by COM server object"
"interp1","1-D data interpolation (table lookup)"
"interp1q","Quick 1-D linear interpolation"
"interp2","2-D data interpolation (table lookup)"
"interp3","3-D data interpolation (table lookup)"
"interpft","1-D interpolation using FFT method"
"interpn","N-D data interpolation (table lookup)"
"interpstreamspeed","Interpolate stream-line vertices from flow speed"
"intersect","Find set intersection of two vectors"
"intmax","Largest value of specified integer type"
"intmin","Smallest value of specified integer type"
"inv","Matrix inverse"
"invhilb","Inverse of Hilbert matrix"
"invoke","Invoke method on COM object or interface, or display methods"
"ipermute","Inverse permute dimensions of N-D array"
"iqr",""
"timeseries method","Interquartile range of timeseries data"
"is*","Detect state"
"isa","Determine whether input is object of given class"
"isappdata","True if application-defined data exists"
"iscell","Determine whether input is cell array"
"iscellstr","Determine whether input is cell array of strings"
"ischar","Determine whether item is character array"
"iscolumn","Determine whether inputis column vector"
"iscom","Determine whether input is COM or ActiveX object"
"isdir","Determine whether input is folder"
"isEdge",""
"TriRep method","Test if vertices are joined by edge"
"isempty","Determine whether array is empty"
"isempty (timeseries)","Determine whether array is empty"
"isempty (tscollection)","Determine whether tscollection objectis empty"
"isequal","Test arrays for equality"
"isequal (MException)","Compare scalar MException objects forequality"
"isequalwithequalnans","Test arrays for equality, treating NaNs as equal"
"isevent","Determine whether input is COM object event"
"isfield","Determine whether input is structure array field"
"isfinite","Array elements that are finite"
"isfloat","Determine whether input is floating-point array"
"isglobal","Determine whether input is global variable"
"ishandle","Test for valid graphics object handle"
"ishghandle","True for Handle Graphics object handles"
"ishold","Current hold state"
"isinf","Array elements that are infinite"
"isinteger","Determine whether input is integer array"
"isinterface","Determine whether input is COM interface"
"isjava","Determine whether input is Sun Java object"
"isKey (Map)","Check if containers.Map contains key"
"iskeyword","Determine whether input is MATLAB keyword"
"isletter","Array elements that are alphabetic letters"
"islogical","Determine whether input is logical array"
"ismac","Determine if version is for Mac OS X platform"
"ismatrix","Determine whether inputis matrix"
"ismember","Array elements that are members of set"
"ismethod","Determine if method of object"
"ismethod (COM)","Determine whether input is COM object method"
"isnan","Array elements that are NaN"
"isnumeric","Determine whether input is numeric array"
"isobject","Is input MATLAB object"
"isocaps","Compute isosurface end-cap geometry"
"isocolors","Calculate isosurface and patch colors"
"isonormals","Compute normals of isosurface vertices"
"isosurface","Extract isosurface data from volume data"
"ispc","Determine if version is for Windows (PC) platform"
"isPlatformSupported",""
"VideoReader static method","Determine whether VideoReader is availableon current platform"
"ispref","Test for existence of preference"
"isprime","Array elements that are prime numbers"
"isprop","Determine if property of object"
"isprop (COM)","Determine whether input is COM object property"
"isreal","Check if input is real array"
"isrow","Determine whether inputis row vector"
"isscalar","Determine whether input is scalar"
"issorted","Determine whether set elements are in sorted order"
"isspace","Array elements that are space characters"
"issparse","Determine whether input is sparse"
"isstr","Determine whether input is character array"
"isstrprop","Determine whether string is of specified category"
"isstruct","Determine whether input is structure array"
"isstudent","Determine if version is Student Version"
"isTiled",""
"Tiff method","Determine if tiled image"
"isunix","Determine if version is for UNIX platform"
"isvalid (handle)","Is object valid handle class object"
"isvalid (serial)","Determine whether serial port objects are valid"
"isvalid (timer)","Determine whether timer object is valid"
"isvarname","Determine whether input is valid variable name"
"isvector","Determine whether input is vector"
"j","Imaginary unit"
"javaaddpath","Add entries to dynamic Sun Java class path"
"javaArray","Construct Sun Java array"
"javachk","Generate error message based on Sun Java featuresupport"
"javaclasspath","Get and set Sun Java class path"
"javaMethod","Invoke Sun Java method"
"javaMethodEDT","Invoke Sun Java method from Event Dispatch Thread(EDT)"
"javaObject","Invoke Sun Java constructor"
"javaObjectEDT","Invoke Sun Java object constructor on EventDispatch Thread (EDT)"
"javarmpath","Remove entries from dynamic Sun Java class path"
"keyboard","Input from keyboard"
"keys (Map)","Return all keys of containers.Map object"
"kron","Kronecker tensor product"
"last (MException)","Last uncaught exception"
"lastDirectory",""
"Tiff method","Determine if current IFD is last in file"
"lasterr","Last error message"
"lasterror","Last error message and related information"
"lastwarn","Last warning message"
"lcm","Least common multiple"
"ldivide","Left or right array division"
"ldl","Block LDL' factorization for Hermitian indefinite matrices"
"le","Test for less than or equal to"
"legend","Graph legend for lines and patches"
"legendre","Associated Legendre functions"
"length","Length of vector or largest array dimension"
"length (Map)","Length of containers.Map object"
"length (serial)","Length of serial port object array"
"length (timeseries)","Length of vector or largest array dimension"
"length (tscollection)","Length of time vector"
"libfunctions","Return information on functions in shared library"
"libfunctionsview","View functions in shared library"
"libisloaded","Determine if shared library is loaded"
"libpointer","Create pointer object for use with shared libraries"
"libstruct","Create structure pointer for use with shared libraries"
"license","Return license number or perform licensing task"
"light","Create light object"
"Light Properties","Light properties"
"lightangle","Create or position light objectin spherical coordinates"
"lighting","Specify lighting algorithm"
"lin2mu","Convert linear audio signal to mu-law"
"line","Create line object"
"Line Properties","Line properties"
"Lineseries Properties","Define lineseries properties"
"LineSpec (Line Specification)","Linespecification string syntax"
"linkaxes","Synchronize limits of specified 2-D axes"
"linkdata","Automatically update graphs when variables change"
"linkprop","Keep same value for corresponding properties"
"linsolve","Solve linear system of equations"
"linspace","Generate linearly spaced vectors"
"listdlg","Create and open list-selection dialog box"
"listfonts","List available system fonts"
"load","Load data from MAT-file into workspace"
"load (COM)","Initialize control object from file"
"load (serial)","Load serial port objects and variables into MATLAB workspace"
"loadlibrary","Load shared library into MATLAB software"
"loadobj","Modify load process for object"
"log","Natural logarithm"
"log10","Common (base 10) logarithm"
"log1p","Compute log(1+x) accurately for small values of x"
"log2","Base 2 logarithm and dissect floating-point numbers intoexponent and mantissa"
"logical","Convert numeric values to logical"
"loglog","Log-log scale plot"
"logm","Matrix logarithm"
"logspace","Generate logarithmically spaced vectors"
"lookfor","Search for keyword in all help entries"
"lower","Convert string to lowercase"
"ls","List folder contents"
"lscov","Least-squares solution in presence of known covariance"
"lsqnonneg","Solve nonnegative least-squares constraints problem"
"lsqr","LSQR method"
"lt","Test for less than"
"lu","LU matrix factorization"
"luinc","Sparse incomplete LU factorization"
"magic","Magic square"
"makehgtform","Create 4-by-4 transform matrix"
"mat2cell","Divide matrix into cell array of matrices"
"mat2str","Convert matrix to string"
"material","Control reflectance properties of surfaces and patches"
"matlab (UNIX)","Start MATLAB program (UNIX platforms)"
"matlab (Windows)","Start MATLAB program (Windows platforms)"
"matlab.mixin.Copyable","Superclass providing copy functionality for handle objects"
"matlab.mixin.Heterogeneous","Superclass for heterogeneousarray formation"
"matlabrc","Startup file for MATLAB program"
"matlabroot","Root folder"
"max",""
"function","Largest elements in array"
"timeseries method","Maximum value of timeseries data"
"MaximizeCommandWindow","Open Automation server window"
"maxNumCompThreads","Control maximum number of computational threads"
"mean",""
"function","Average or mean value of array"
"timeseries method","Mean value of timeseries data"
"median",""
"function","Median value of array"
"timeseries method","Median value of timeseries data"
"memmapfile","Construct memmapfile object"
"memory","Display memory information"
"menu","Generate menu of choices for user input"
"mesh","Mesh plots"
"meshc","Mesh plots"
"meshgrid","Generate X and Y arrays for 3-D plots"
"meshz","Mesh plots"
"meta.class","meta.class class describes MATLAB classes"
"meta.class.fromName","Return meta.class object associatedwith named class"
"meta.DynamicProperty","meta.DynamicProperty class describesdynamic property of MATLAB object"
"meta.EnumeratedValue","Describes enumeration members of MATLAB class"
"meta.event","meta.event class describes MATLAB classevents"
"meta.MetaData","Superclass for MATLAB object meta-data"
"meta.method","meta.method class describes MATLAB classmethods"
"meta.package","meta.package class describes MATLAB packages"
"meta.package.fromName","Return meta.package object for specifiedpackage"
"meta.package.getAllPackages","Get all top-level packages"
"meta.property","meta.property class describes MATLAB classproperties"
"metaclass","Obtain meta.class object"
"methods","Class method names"
"methodsview","View class methods"
"mex","Compile MEX-function from C/C++ or Fortran source code"
"mex.getCompilerConfigurations","Get compiler configuration information for building MEX-files"
"MException","Capture error information"
"mexext","Binary MEX-file name extension"
"mfilename","File name of currently running function"
"mget",""
"FTP method","Download files from FTP server"
"min",""
"function","Smallest elements in array"
"timeseries method","Minimum value of timeseries data"
"MinimizeCommandWindow","Minimize size of Automation server window"
"minres","Minimum residual method"
"minus","Minus"
"mislocked","Determine if function is locked in memory"
"mkdir",""
"function","Make new folder"
"FTP method","Create folder on FTP server"
"mkpp","Make piecewise polynomial"
"mldivide \, mrdivide /","Left or right matrix division"
"mlint","Check MATLAB code files for possible problems"
"mlintrpt","Run mlint for file or folder, reportingresults in browser"
"mlock","Prevent clearing function from memory"
"mmfileinfo","Information about multimedia file"
"mmreader","Create object for reading video files"
"mod","Modulus after division"
"mode","Most frequent values in array"
"more","Control paged output for Command Window"
"move","Move or resize control in parent window"
"movefile","Move file or folder"
"movegui","Move GUI figure to specified location on screen"
"movie","Play recorded movie frames"
"movie2avi","Create Audio/Video Interleaved (AVI) file from MATLAB movie"
"mpower","Matrix power"
"mput",""
"FTP method","Upload file or folder to FTP server"
"msgbox","Create and open message box"
"mtimes","Matrix multiplication"
"mu2lin","Convert mu-law audio signal to linear"
"multibandread","Read band-interleaved data from binary file"
"multibandwrite","Write band-interleaved data to file"
"munlock","Allow clearing functions from memory"
"namelengthmax","Maximum identifier length"
"NaN","Not-a-Number"
"nargchk","Validate number of input arguments"
"nargin","Number of function input arguments"
"nargout","Number of function output arguments"
"nargoutchk","Validate number of output arguments"
"native2unicode","Convert numeric bytes to Unicode characters"
"nccreate","Create variable in NetCDFfile"
"ncdisp","Display contents ofNetCDF file in Command Window"
"nchoosek","Binomial coefficient or all combinations"
"ncinfo","Return information aboutNetCDF file"
"ncread","Read data from variablein NetCDF file"
"ncreadatt","Read attribute valuefrom NetCDF file"
"ncwrite","Write data to NetCDFfile"
"ncwriteatt","Write attribute to NetCDF file"
"ncwriteschema","Add NetCDF schema definitions to NetCDF file"
"ndgrid","Generate arrays for N-D functions and interpolation"
"ndims","Number of array dimensions"
"ne","Test for inequality"
"ne (MException)","Compare scalar MException objects forinequality"
"nearestNeighbor",""
"DelaunayTri method","Point closest to specified location"
"neighbors",""
"TriRep method","Simplex neighbor information"
"NET","Summary of functions in MATLAB .NET interface"
"NET.addAssembly","Make .NET assembly visible to MATLAB"
"NET.Assembly","Members of .NET assembly"
"NET.convertArray","Convert numeric MATLAB array to.NET array"
"NET.createArray","Create single or multidimensional .NET array"
"NET.createGeneric","Create instance of specialized .NET generic type"
"NET.disableAutoRelease","Lock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB does not release COM object"
"NET.enableAutoRelease","Unlock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB releases COM object"
"NET.GenericClass","Represent parameterized generic type definitions"
"NET.invokeGenericMethod","Invoke generic method of object"
"NET.NetException",".NET exception"
"NET.setStaticProperty","Static property or field name"
"netcdf","Summary of MATLAB Network Common Data Form (NetCDF)capabilities"
"netcdf.abort","Revert recent netCDF file definitions"
"netcdf.close","Close netCDF file"
"netcdf.copyAtt","Copy attribute to new location"
"netcdf.create","Create new NetCDF dataset"
"netcdf.defDim","Create netCDF dimension"
"netcdf.defVar","Create netCDF variable"
"netcdf.delAtt","Delete netCDF attribute"
"netcdf.endDef","End netCDF file define mode"
"netcdf.getAtt","Return netCDF attribute"
"netcdf.getConstant","Return numeric value of named constant"
"netcdf.getConstantNames","Return list of constants known to netCDF library"
"netcdf.getVar","Return data from netCDF variable"
"netcdf.inq","Return information about netCDF file"
"netcdf.inqAtt","Return information about netCDF attribute"
"netcdf.inqAttID","Return ID of netCDF attribute"
"netcdf.inqAttName","Return name of netCDF attribute"
"netcdf.inqDim","Return netCDF dimension name and length"
"netcdf.inqDimID","Return dimension ID"
"netcdf.inqLibVers","Return netCDF library version information"
"netcdf.inqVar","Return information about variable"
"netcdf.inqVarID","Return ID associated with variable name"
"netcdf.open","Open netCDF file"
"netcdf.putAtt","Write netCDF attribute"
"netcdf.putVar","Write data to netCDF variable"
"netcdf.reDef","Put open netCDF file into define mode"
"netcdf.renameAtt","Change name of attribute"
"netcdf.renameDim","Change name of netCDF dimension"
"netcdf.renameVar","Change name of netCDF variable"
"netcdf.setDefaultFormat","Change default netCDF file format"
"netcdf.setFill","Set netCDF fill mode"
"netcdf.sync","Synchronize netCDF file to disk"
"newplot","Determine where to draw graphics objects"
"nextDirectory",""
"Tiff method","Make next IFD current IFD"
"nextpow2","Next higher power of 2"
"nnz","Number of nonzero matrix elements"
"noanimate","Change EraseMode of all objects to normal"
"nonzeros","Nonzero matrix elements"
"norm","Vector and matrix norms"
"normest","2-norm estimate"
"not","Find logical NOT of array or scalar input"
"notebook","Open MATLAB Notebook in Microsoft Word software(on Microsoft Windows platforms)"
"notify (handle)","Notify listeners that event is occurring"
"now","Current date and time"
"nthroot","Real nth root of real numbers"
"null","Null space"
"num2cell","Convert numeric array to cell array"
"num2hex","Convert singles and doubles to IEEE hexadecimal strings"
"num2str","Convert number to string"
"numberOfStrips",""
"Tiff method","Total number of strips in image"
"numberOfTiles",""
"Tiff method","Total number of tiles in image"
"numel","Number of elements in array or subscripted array expression"
"nzmax","Amount of storage allocated for nonzero matrix elements"
"ode113","Solve initial value problems for ordinary differentialequations"
"ode15i","Solve fully implicit differential equations, variableorder method"
"ode15s","Solve initial value problems for ordinary differentialequations"
"ode23","Solve initial value problems for ordinary differentialequations"
"ode23s","Solve initial value problems for ordinary differentialequations"
"ode23t","Solve initial value problems for ordinary differentialequations"
"ode23tb","Solve initial value problems for ordinary differentialequations"
"ode45","Solve initial value problems for ordinary differentialequations"
"odefile","Define differential equation problem for ordinary differentialequation solvers"
"odeget","Ordinary differential equation options parameters"
"odeset","Create or alter options structure for ordinary differentialequation solvers"
"odextend","Extend solution of initial value problem for ordinarydifferential equation"
"onCleanup","Cleanup tasks at function completion"
"ones","Create array of all ones"
"open",""
"function","Open file in appropriate application"
"VideoWriter method","Open file for writing video data"
"openfig","Open new copy or raise existing copy of saved figure"
"opengl","Control OpenGL rendering"
"openvar","Open workspace variable in Variable Editor or other graphicalediting tool"
"optimget","Optimization options values"
"optimset","Create or edit optimization options structure"
"or","Find logical OR of array or scalar inputs"
"ordeig","Eigenvalues of quasitriangular matrices"
"orderfields","Order fields of structure array"
"ordqz","Reorder eigenvalues in QZ factorization"
"ordschur","Reorder eigenvalues in Schur factorization"
"orient","Hardcopy paper orientation"
"orth","Range space of matrix"
"otherwise","Optional keyword in switchstatement"
"pack","Consolidate workspace memory"
"padecoef","Padé approximation of time delays"
"pagesetupdlg","Page setup dialog box"
"pan","Pan view of graph interactively"
"pareto","Pareto chart"
"parfor","Parallel for loop"
"parse (inputParser)","Parse and validate named inputs"
"parseSoapResponse","Convert response string from SOAP server into MATLAB types"
"pascal","Pascal matrix"
"patch","Create one or more filled polygons"
"Patch Properties","Patch properties"
"path","View or change search path"
"path2rc","Save current search path to pathdef.m file"
"pathsep","Search path separator for current platform"
"pathtool","Open Set Path dialog box to view and change search path"
"pause","Halt execution temporarily"
"pbaspect","Set or query plot box aspect ratio"
"pcg","Preconditioned conjugate gradients method"
"pchip","Piecewise Cubic Hermite Interpolating Polynomial (PCHIP)"
"pcode","Create protected function file"
"pcolor","Pseudocolor (checkerboard) plot"
"pdepe","Solve initial-boundary value problems for parabolic-ellipticPDEs in 1-D"
"pdeval","Evaluate numerical solution of PDE using output of pdepe"
"peaks","Example function of two variables"
"perl","Call Perl script using appropriate operating system executable"
"perms","All possible permutations"
"permute","Rearrange dimensions of N-D array"
"persistent","Define persistent variable"
"pi","Ratio of circle's circumference to its diameter"
"pie","Pie chart"
"pie3","3-D pie chart"
"pinv","Moore-Penrose pseudoinverse of matrix"
"planerot","Givens plane rotation"
"play",""
"audioplayer method","Play audio from audioplayer object"
"audiorecorder method","Play audio from audiorecorder object"
"playblocking",""
"audioplayer method","Play audio from audioplayer object,holding control until playback completes"
"playshow","Run scripted demo (obsolete; use echodemo instead)"
"plot",""
"function","2-D line plot"
"timeseries method","Plot time series"
"plot3","3-D line plot"
"plotbrowser","Show or hide figure plot browser"
"plotedit","Interactively edit and annotate plots"
"plotmatrix","Scatter plot matrix"
"plottools","Show or hide plot tools"
"plotyy","2-D line plots with y-axes on both left and right side"
"plus","Plus"
"pointLocation",""
"DelaunayTri method","Simplex containing specified location"
"pol2cart","Transform polar or cylindrical coordinates to Cartesian"
"polar","Polar coordinate plot"
"poly","Polynomial with specified roots"
"polyarea","Area of polygon"
"polyder","Polynomial derivative"
"polyeig","Polynomial eigenvalue problem"
"polyfit","Polynomial curve fitting"
"polyint","Integrate polynomial analytically"
"polyval","Polynomial evaluation"
"polyvalm","Matrix polynomial evaluation"
"pow2","Base 2 power and scale floating-point numbers"
"power","Array power"
"ppval","Evaluate piecewise polynomial"
"prefdir","Folder containing preferences, history, and layout files"
"preferences","Open Preferences dialog box"
"primes","Generate list of prime numbers"
"print","Print figure or save to file and configure printer defaults"
"printdlg","Print dialog box"
"printopt","Print figure or save to file and configure printer defaults"
"printpreview","Preview figure to print"
"prod","Product of array elements"
"profile","Profile execution time for function"
"profsave","Save profile report in HTML format"
"propedit","Open Property Editor"
"propedit (COM)","Open built-in property page for control"
"properties","Class property names"
"propertyeditor","Show or hide property editor"
"psi","Psi (polygamma) function"
"publish","Publish MATLAB file with code cells, saving outputto specified file type"
"PutCharArray","Store character array in Automation server"
"PutFullMatrix","Matrix in Automation server workspace"
"PutWorkspaceData","Data in Automation server workspace"
"pwd","Identify current folder"
"qmr","Quasi-minimal residual method"
"qr","Orthogonal-triangular decomposition"
"qrdelete","Remove column or row from QR factorization"
"qrinsert","Insert column or row into QR factorization"
"qrupdate","Rank 1 update to QR factorization"
"quad","Numerically evaluate integral, adaptive Simpson quadrature"
"quad2d","Numerically evaluate double integral over planar region"
"quadgk","Numerically evaluate integral, adaptive Gauss-Kronrodquadrature"
"quadl","Numerically evaluate integral, adaptive Lobatto quadrature"
"quadv","Vectorized quadrature"
"questdlg","Create and open question dialog box"
"quit","Terminate MATLAB program"
"Quit (COM)","Terminate MATLAB Automation server"
"quiver","Quiver or velocity plot"
"quiver3","3-D quiver or velocity plot"
"Quivergroup Properties","Define quivergroup properties"
"qz","QZ factorization for generalized eigenvalues"
"rand","Uniformly distributed pseudorandom numbers"
"rand (RandStream)","Uniformly distributed random numbers"
"randi","Uniformly distributed pseudorandom integers"
"randi (RandStream)","Uniformly distributed pseudorandom integers"
"randn","Normally distributed pseudorandom numbers"
"randn (RandStream)","Normally distributed pseudorandom numbers"
"randperm","Random permutation"
"randperm (RandStream)","Random permutation"
"RandStream","Random number stream"
"RandStream constructor","Random number stream"
"RandStream.create","Create random number streams"
"RandStream.getDefaultStream","Random number stream"
"RandStream.getGlobalStream","Current global random number stream"
"RandStream.list","Random number generator algorithms"
"RandStream.setDefaultStream","Set default random number stream"
"RandStream.setGlobalStream","Set global random number stream"
"rank","Rank of matrix"
"rat","Rational fraction approximation"
"rats","Rational fraction approximation"
"rbbox","Create rubberband box for area selection"
"rcond","Matrix reciprocal condition number estimate"
"rdivide","Left or right array division"
"read",""
"Tiff method","Read entire image"
"VideoReader method","Read video frame data from file"
"readasync","Read data asynchronously from device"
"readEncodedStrip",""
"Tiff method","Read data from specified strip"
"readEncodedTile",""
"Tiff method","Read data from specified tile"
"real","Real part of complex number"
"reallog","Natural logarithm for nonnegative real arrays"
"realmax","Largest positive floating-point number"
"realmin","Smallest positive normalized floating-point number"
"realpow","Array power for real-only output"
"realsqrt","Square root for nonnegative real arrays"
"record",""
"function","Record data and event information to file"
"audiorecorder method","Record audio to audiorecorder object"
"recordblocking",""
"audiorecorder method","Record audio to audiorecorder object,holding control until recording completes"
"rectangle","Create 2-D rectangle object"
"Rectangle Properties","Define rectangle properties"
"rectint","Rectangle intersection area"
"recycle","Set option to move deleted files to recycle folder"
"reducepatch","Reduce number of patch faces"
"reducevolume","Reduce number of elements in volume data set"
"refresh","Redraw current figure"
"refreshdata","Refresh data in graph when data source is specified"
"regexp","Match regular expression (case sensitive)"
"regexpi","Match regular expression (case insensitive)"
"regexprep","Replace string using regular expression"
"regexptranslate","Translate string into regular expression"
"registerevent","Associate event handler for COM object event at run time"
"rehash","Refresh function and file system path caches"
"relationaloperators (handle)","Equality and sorting of handle objects"
"release","Release COM interface"
"rem","Remainder after division"
"Remove","Convenience function for static .NET System.Delegate Removemethod"
"remove (Map)","Remove key-value pairs from containers.Map"
"RemoveAll","Convenience function for static .NET System.Delegate RemoveAllmethod"
"removets","Remove timeseries objects from tscollection object"
"rename",""
"FTP method","Rename file on FTP server"
"repmat","Replicate and tile array"
"resample",""
"timeseries method","Select or interpolate timeseries datausing new time vector"
"resample (tscollection)","Select or interpolate data in tscollection usingnew time vector"
"reset","Reset graphics object properties totheir defaults"
"reset (RandStream)","Reset random number stream"
"reshape","Reshape array"
"residue","Convert between partial fraction expansion and polynomialcoefficients"
"restoredefaultpath","Restore default search path"
"rethrow","Reissue error"
"rethrow (MException)","Reissue existing exception"
"return","Return to invoking function"
"rewriteDirectory",""
"Tiff method","Write modified metadata to existing IFD"
"rgb2hsv","Convert RGB colormap to HSV colormap"
"rgb2ind","Convert RGB image to indexed image"
"rgbplot","Plot colormap"
"ribbon","Ribbon plot"
"rmappdata","Remove application-defined data"
"rmdir",""
"function","Remove folder"
"FTP method","Remove folder on FTP server"
"rmfield","Remove fields from structure"
"rmpath","Remove folders from search path"
"rmpref","Remove preference"
"rng","Control random number generation"
"root object","Root"
"Root Properties","Root properties"
"roots","Polynomial roots"
"rose","Angle histogram plot"
"rosser","Classic symmetric eigenvalue test problem"
"rot90","Rotate matrix 90 degrees"
"rotate","Rotate object in specified direction"
"rotate3d","Rotate 3-D view using mouse"
"round","Round to nearest integer"
"rref","Reduced row echelon form"
"rsf2csf","Convert real Schur form to complex Schur form"
"run","Run script that is not on current path"
"save","Save workspace variablesto file"
"save (COM)","Serialize control object to file"
"save (serial)","Save serial port objects and variables to file"
"saveas","Save figure or Simulink block diagram usingspecified format"
"saveobj","Modify save process for object"
"savepath","Save current search path"
"scatter","Scatter plot"
"scatter3","3-D scatter plot"
"Scattergroup Properties","Define scattergroup properties"
"schur","Schur decomposition"
"script","Sequence of MATLAB statements in file"
"sec","Secant of argument in radians"
"secd","Secant of argument in degrees"
"sech","Hyperbolic secant"
"selectmoveresize","Select, move, resize, or copy axes and uicontrol graphicsobjects"
"semilogx","Semilogarithmic plot"
"semilogy","Semilogarithmic plot"
"sendmail","Send e-mail message to address list"
"serial","Create serial port object"
"serialbreak","Send break to device connected to serial port"
"set",""
"function","Set Handle Graphics object properties"
"audioplayer method","Set property values for audioplayer object"
"audiorecorder method","Set property values for audiorecorder object"
"timeseries method","Set properties of timeseries object"
"VideoReader method","Set property values for video reader object"
"set (COM)","Set objector interface property to specified value"
"set (hgsetget)","Assign property values to handle objects derived from hgsetget class"
"set (RandStream)","Set random number stream property"
"set (serial)","Configure or display serial port object properties"
"set (timer)","Configure or display timer object properties"
"set (tscollection)","Set properties of tscollection object"
"setabstime",""
"timeseries method","Set times of timeseries object as datestrings"
"setabstime (tscollection)","Set times of tscollection object asdate strings"
"setappdata","Specify application-defined data"
"setdiff","Find set difference of two vectors"
"setDirectory",""
"Tiff method","Make specified IFD current IFD"
"setdisp (hgsetget)","Override to change command window display"
"setenv","Set environment variable"
"setfield","Assign values to structure array field"
"setinterpmethod",""
"timeseries method","Set default interpolation method for timeseries object"
"setpixelposition","Set component position in pixels"
"setpref","Set preference"
"setstr","Set string flag"
"setSubDirectory",""
"Tiff method","Make subIFD specified by byte offset current IFD"
"setTag",""
"Tiff method","Set value of tag"
"settimeseriesnames","Change name of timeseries object in tscollection"
"setuniformtime",""
"timeseries method","Modify uniform time vector of timeseries object"
"setxor","Find set exclusive OR of two vectors"
"shading","Set color shading properties"
"shg","Show most recent graph window"
"shiftdim","Shift dimensions"
"showplottool","Show or hide figure plot tool"
"shrinkfaces","Reduce size of patch faces"
"sign","Signum function"
"sin","Sine of argument in radians"
"sind","Sine of argument in degrees"
"single","Convert to single precision"
"sinh","Hyperbolic sine of argument in radians"
"size",""
"function","Array dimensions"
"TriRep method","Size of triangulation matrix"
"size (Map)","size of containers.Map object"
"size (serial)","Size of serial port object array"
"size (timeseries)","Array dimensions"
