"func","desc"
"H5DS.detach_scale","Detach dimension scale from specific dataset dimension"
"H5DS.get_label","Retrieve label from specific dataset dimension"
"H5DS.get_num_scales","Number of scales attached to dataset dimension"
"H5DS.get_scale_name","Name of dimension scale"
"H5DS.is_scale","Determine if dataset is a dimension scale"
"H5DS.iterate_scales","Iterate on scales attached to dataset dimension"
"H5DS.set_label","Set label for dataset dimension"
"H5DS.set_scale","Convert dataset to dimension scale"
"H5E.clear","Clear error stack"
"H5E.get_major","Description of major error number"
"H5E.get_minor","Description of minor error number"
"H5E.walk","Walk error stack"
"H5F.close","Close HDF5 file"
"H5F.create","Create HDF5 file"
"H5F.flush","Flush buffers to disk"
"H5F.get_access_plist","File access property list"
"H5F.get_create_plist","File creation property list"
"H5F.get_filesize","Size of HDF5 file"
"H5F.get_freespace","Amount of free space in file"
"H5F.get_info","Global information about file"
"H5F.get_mdc_config","Metadata cache configuration"
"H5F.get_mdc_hit_rate","Metadata cache hit-rate"
"H5F.get_mdc_size","Metadata cache size data"
"H5F.get_name","Name of HDF5 file"
"H5F.get_obj_count","Number of open objects in HDF5 file"
"H5F.get_obj_ids","List of open HDF5 file objects"
"H5F.is_hdf5","Determine if file is HDF5"
"H5F.mount","Mount HDF5 file onto specified location"
"H5F.open","Open HDF5 file"
"H5F.reopen","Reopen HDF5 file"
"H5F.set_mdc_config","Configure HDF5 file metadata cache"
"H5F.unmount","Unmount file or group from mount point"
"H5G.close","Close group"
"H5G.create","Create group"
"H5G.get_info","Information about group"
"H5G.open","Open specified group"
"H5I.dec_ref","Decrement reference count"
"H5I.get_file_id","File identifier for specified object"
"H5I.get_name","Name of object"
"H5I.get_ref","Reference count of object"
"H5I.get_type","Type of object"
"H5I.inc_ref","Increment reference count of specified object"
"H5I.is_valid","Determine if specified identifier is valid"
"h5info","Return information about HDF5 file"
"H5L.copy","Copy link from source location to destination location"
"H5L.create_external","Create soft link to external object"
"H5L.create_hard","Create hard link"
"H5L.create_soft","Create soft link"
"H5L.delete","Remove link"
"H5L.exists","Determine if link exists"
"H5L.get_info","Information about link"
"H5L.get_name_by_idx","Information about link specified by index"
"H5L.get_val","Value of symbolic link"
"H5L.iterate","Iterate over links"
"H5L.iterate_by_name","Iterate through links in group specified by name"
"H5L.move","Rename link"
"H5L.visit","Recursively iterate through links in group specified bygroup identifier"
"H5L.visit_by_name","Recursively iterate through links in group specified bylocation and group name"
"H5ML.compare_values","Numerically compare two HDF5 values"
"H5ML.get_constant_names","Constants known by HDF5 library"
"H5ML.get_constant_value","Value corresponding to a string"
"H5ML.get_function_names","Functions provided by HDF5 library"
"H5ML.get_mem_datatype","Data type for dataset ID"
"H5ML.hoffset","Determine the offset of a field within a structure"
"H5ML.sizeof","Return the size (in bytes) of a variable as stored ondisk"
"H5O.close","Close object"
"H5O.copy","Copy object from source location to destination location"
"H5O.get_comment","Get comment for object specified by object identifier"
"H5O.get_comment_by_name","Get comment for object specified by location and objectname"
"H5O.get_info","Object metadata"
"H5O.link","Create hard link to specified object"
"H5O.open","Open specified object"
"H5O.open_by_idx","Open object specified by index"
"H5O.set_comment","Set comment for object specified by object identifier"
"H5O.set_comment_by_name","Set comment for object specified by location and objectname"
"H5O.visit","Visit objects specified by object identifier"
"H5O.visit_by_name","Visit objects specified by location and object name"
"H5P.all_filters_avail","Determine availability of all filters"
"H5P.close","Close property list"
"H5P.close_class","Close property list class"
"H5P.copy","Copy of property list"
"H5P.create","Create new property list"
"H5P.equal","Determine equality of property lists"
"H5P.exist","Determine if specified property exists in property list"
"H5P.fill_value_defined","Determine if fill value is defined"
"H5P.get","Value of specified property in property list"
"H5P.get_alignment","Retrieve alignment properties"
"H5P.get_alloc_time","Return timing of storage space allocation"
"H5P.get_attr_creation_order","Return tracking order and indexing settings"
"H5P.get_attr_phase_change","Retrieve attribute phase change thresholds"
"H5P.get_btree_ratios","B-tree split ratios"
"H5P.get_char_encoding","Return character encoding"
"H5P.get_chunk","Return size of chunks"
"H5P.get_chunk_cache","Raw data chunk cache parameters"
"H5P.get_class","Property list class"
"H5P.get_class_name","Name of property list class"
"H5P.get_class_parent","Identifier for parent class"
"H5P.get_copy_object","Return properties to be used when object is copied"
"H5P.get_create_intermediate_group","Determine creation of intermediate groups"
"H5P.get_driver","Low-level file driver"
"H5P.get_dxpl_multi","Data access property lists for multiple files"
"H5P.get_edc_check","Determine if error detection is enabled"
"H5P.get_external","Return information about external file"
"H5P.get_external_count","Return count of external files"
"H5P.get_family_offset","Offset for family file driver"
"H5P.get_fapl_core","Information about core file driver properties"
"H5P.get_fapl_family","File access property list information"
"H5P.get_fapl_multi","Information about multifile access property list"
"H5P.get_fclose_degree","File close degree"
"H5P.get_fill_time","Return time when fill values are written to dataset"
"H5P.get_fill_value","Return dataset fill value"
"H5P.get_filter","Return information about filter in pipeline"
"H5P.get_filter_by_id","Return information about specified filter"
"H5P.get_gc_references","Garbage collection references setting"
"H5P.get_hyper_vector_size","Number of I/O vectors"
"H5P.get_istore_k","Return 1/2 rank of indexed storage B-tree"
"H5P.get_layout","Determine layout of raw data for dataset"
"H5P.get_libver_bounds","Library version bounds settings"
"H5P.get_link_creation_order","Query if link creation order is tracked"
"H5P.get_link_phase_change","Query settings for conversion between groups"
"H5P.get_mdc_config","Metadata cache configuration"
"H5P.get_meta_block_size","Metadata block size setting"
"H5P.get_multi_type","Type of data property for MULTI driver"
"H5P.get_nfilters","Return number of filters in pipeline"
"H5P.get_nprops","Query number of properties in property list or class"
"H5P.get_sieve_buf_size","Maximum data sieve buffer size"
"H5P.get_size","Query size of property value in bytes"
"H5P.get_sizes","Return size of offsets and lengths"
"H5P.get_small_data_block_size","Small data block size setting"
"H5P.get_sym_k","Return size of B-tree 1/2 rank and leaf node 1/2 size"
"H5P.get_userblock","Return size of user block"
"H5P.get_version","Return version information for file creation propertylist"
"H5P.isa_class","Determine if property list is member of class"
"H5P.iterate","Iterate over properties in property list"
"H5P.modify_filter","Modify filter in pipeline"
"H5P.remove_filter","Remove filter from property list"
"H5P.set","Set property list value"
"H5P.set_alignment","Set alignment properties for file access property list"
"H5P.set_alloc_time","Set timing for storage space allocation"
"H5P.set_attr_creation_order","Set tracking of attribute creation order"
"H5P.set_attr_phase_change","Set attribute storage phase change thresholds"
"H5P.set_btree_ratios","Set B-tree split ratios for dataset transfer"
"H5P.set_char_encoding","Set character encoding used to encode strings"
"H5P.set_chunk","Set chunk size"
"H5P.set_chunk_cache","Set raw data chunk cache parameters"
"H5P.set_copy_object","Set properties to be used when objects are copied"
"H5P.set_create_intermediate_group","Set creation of intermediate groups"
"H5P.set_deflate","Set compression method and compression level"
"H5P.set_dxpl_multi","Set data transfer property list for multifile driver"
"H5P.set_edc_check","Enable error detection for dataset transfer"
"H5P.set_external","Add additional file to external file list"
"H5P.set_family_offset","Set offset property for family of files"
"H5P.set_fapl_core","Modify file access to use H5FD_CORE driver"
"H5P.set_fapl_family","Set file access to use family driver"
"H5P.set_fapl_log","Set use of logging driver"
"H5P.set_fapl_multi","Set use of multifile driver"
"H5P.set_fapl_sec2","Set file access for sec2 driver"
"H5P.set_fapl_split","Set file access for emulation of split file driver"
"H5P.set_fapl_stdio","Set file access for standard I/O driver"
"H5P.set_fclose_degree","Set file access for file close degree"
"H5P.set_fill_time","Set time when fill values are written to dataset"
"H5P.set_fill_value","Set fill value for dataset creation property list"
"H5P.set_filter","Add filter to filter pipeline"
"H5P.set_fletcher32","Set Fletcher32 checksum filter in dataset creation"
"H5P.set_gc_references","Set garbage collection references flag"
"H5P.set_hyper_vector_size","Set number of I/O vectors for hyperslab I/O"
"H5P.set_istore_k","Set size of parameter for indexing chunked datasets"
"H5P.set_layout","Set type of storage for dataset"
"H5P.set_libver_bounds","Set library version bounds for objects"
"H5P.set_link_creation_order","Set creation order tracking and indexing"
"H5P.set_link_phase_change","Set parameters for group conversion"
"H5P.set_mdc_config","Set initial metadata cache configuration"
"H5P.set_meta_block_size","Set minimum metadata block size"
"H5P.set_multi_type","Sepcify type of data accessed with MULTI driver"
"H5P.set_nbit","Set N-Bit filter"
"H5P.set_scaleoffset","Set Scale-Offset filter"
"H5P.set_shuffle","Set shuffle filter"
"H5P.set_sieve_buf_size","Set maximum size of data sieve buffer"
"H5P.set_sizes","Set byte size of offsets and lengths"
"H5P.set_small_data_block_size","Set size of block reserved for small data"
"H5P.set_sym_k","Set size of parameters used to control symbol table nodes"
"H5P.set_userblock","Set user block size"
"H5R.create","Create reference"
"H5R.dereference","Open object specified by reference"
"H5R.get_name","Name of referenced object"
"H5R.get_obj_type","Type of referenced object"
"H5R.get_region","Copy of data space of specified region"
"h5read","Read data from HDF5 data set"
"h5readatt","Read attribute from HDF5 file"
"H5S.close","Close data space"
"H5S.copy","Create copy of data space"
"H5S.create","Create new data space"
"H5S.create_simple","Create new simple data space"
"H5S.extent_copy","Copy extent from source to destination data space"
"H5S.get_select_bounds","Bounding box of data space selection"
"H5S.get_select_elem_npoints","Number of element points in selection"
"H5S.get_select_elem_pointlist","Element points in data space selection"
"H5S.get_select_hyper_blocklist","List of hyperslab blocks"
"H5S.get_select_hyper_nblocks","Number of hyperslab blocks"
"H5S.get_select_npoints","Number of elements in data space selection"
"H5S.get_select_type","Type of data space selection"
"H5S.get_simple_extent_dims","Data space size and maximum size"
"H5S.get_simple_extent_ndims","Data space rank"
"H5S.get_simple_extent_npoints","Number of elements in data space"
"H5S.get_simple_extent_type","Data space class"
"H5S.is_simple","Determine if data space is simple"
"H5S.offset_simple","Set offset of simple data space"
"H5S.select_all","Select entire extent of data space"
"H5S.select_elements","Specify coordinates to include in selection"
"H5S.select_hyperslab","Select hyperslab region"
"H5S.select_none","Reset selection region to include no elements"
"H5S.select_valid","Determine validity of selection"
"H5S.set_extent_none","Remove extent from data space"
"H5S.set_extent_simple","Set size of data space"
"H5T.array_create","Create array data type object"
"H5T.close","Close data type"
"H5T.commit","Commit transient data type"
"H5T.committed","Determine if data type is committed"
"H5T.copy","Copy data type"
"H5T.create","Create new data type"
"H5T.detect_class","Determine of data type contains specific class"
"H5T.enum_create","Create new enumeration data type"
"H5T.enum_insert","Insert enumeration data type member"
"H5T.enum_nameof","Name of enumeration data type member"
"H5T.enum_valueof","Value of enumeration data type member"
"H5T.equal","Determine equality of data types"
"H5T.get_array_dims","Array dimension extents"
"H5T.get_array_ndims","Rank of array data type"
"H5T.get_class","Data type class identifier"
"H5T.get_create_plist","Copy of data type creation property list"
"H5T.get_cset","Character set of string data type"
"H5T.get_ebias","Exponent bias of floating-point type"
"H5T.get_fields","Floating-point data type bit field information"
"H5T.get_inpad","Internal padding type for floating-point data types"
"H5T.get_member_class","Data type class for compound data type member"
"H5T.get_member_index","Index of compound or enumeration type member"
"H5T.get_member_name","Name of compound or enumeration type member"
"H5T.get_member_offset","Offset of field of compound data type"
"H5T.get_member_type","Data type of specified member"
"H5T.get_member_value","Value of enumeration data type member"
"H5T.get_native_type","Native data type of dataset data type"
"H5T.get_nmembers","Number of elements in enumeration type"
"H5T.get_norm","Mantissa normalization type"
"H5T.get_offset","Bit offset of first significant bit"
"H5T.get_order","Byte order of atomic data type"
"H5T.get_pad","Padding type of least and most-significant bits"
"H5T.get_precision","Precision of atomic data type"
"H5T.get_sign","Sign type for integer data type"
"H5T.get_size","Size of data type in bytes"
"H5T.get_strpad","Storage mechanism for string data type"
"H5T.get_super","Base data type"
"H5T.get_tag","Tag associated with opaque data type"
"H5T.insert","Add member to compound data type"
"H5T.is_variable_str","Determine if data type is variable-length string"
"H5T.lock","Lock data type"
"H5T.open","Open named data type"
"H5T.pack","Recursively remove padding from compound data type"
"H5T.set_cset","Set character dataset for string data type"
"H5T.set_ebias","Set exponent bias of floating-point data type"
"H5T.set_fields","Set sizes and locations of floating-point bit fields"
"H5T.set_inpad","Specify how unused internal bits are to be filled"
"H5T.set_norm","Set mantissa normalization of floating-point data type"
"H5T.set_offset","Set bit offset of first significant bit"
"H5T.set_order","Set byte ordering of atomic data type"
"H5T.set_pad","Set padding type for least and most significant bits"
"H5T.set_precision","Set precision of atomic data type"
"H5T.set_sign","Set sign property for integer data type"
"H5T.set_size","Set size of data type in bytes"
"H5T.set_strpad","Set storage mechanism for string data type"
"H5T.set_tag","Tag opaque data type with description"
"H5T.vlen_create","Create new variable-length data type"
"h5write","Write to HDF5 data set"
"h5writeatt","Write HDF5 attribute"
"H5Z.filter_avail","Determine if filter is available"
"H5Z.get_filter_info","Information about filter"
"hadamard","Hadamard matrix"
"handle","Abstract class for deriving handle classes"
"hankel","Hankel matrix"
"hdf","Summary of MATLAB HDF4 capabilities"
"hdf5info","Information about HDF5 file"
"hdf5read","Read HDF5 file"
"hdf5write","Write data to file in HDF5 format"
"hdfinfo","Information about HDF4 or HDF-EOS file"
"hdfread","Read data from HDF4 or HDF-EOS file"
"hdftool","Browse and import data from HDF4 or HDF-EOS files"
"help","Help for functions in Command Window"
"helpbrowser","Open Help browser to access online documentation"
"helpdesk","Open Help browser"
"helpdlg","Create and open help dialog box"
"helpwin","Provide access to help comments for all functions"
"hess","Hessenberg form of matrix"
"hex2dec","Convert hexadecimal number string to decimal number"
"hex2num","Convert hexadecimal number string to double-precisionnumber"
"hgexport","Export figure"
"hggroup","Create hggroup object"
"hgload","Load Handle Graphics object hierarchy from file"
"hgsave","Save Handle Graphics object hierarchy to file"
"hgsetget","Abstract class used to derive handle class with set andget methods"
"hgsetget.get","Query property values of handle objects derived from hgsetget class"
"hgsetget.getdisp","Override to change command window display"
"hgsetget.set","Assign property values to handle objects derived from hgsetget class"
"hgsetget.setdisp","Override to change command window display"
"hgtransform","Create hgtransform graphics object"
"hidden","Remove hidden lines from mesh plot"
"hilb","Hilbert matrix"
"hist","Histogram plot"
"histc","Histogram count"
"hold","Retain current graph when adding new graphs"
"home","Send cursor home"
"horzcat (tscollection)","Horizontal concatenation for tscollection objects"
"horzcat","Concatenate arrays horizontally"
"hostid","Server host identification number"
"hsv2rgb","Convert HSV colormap to RGB colormap"
"hypot","Square root of sum of squares"
"i","Imaginary unit"
"ichol","Incomplete Cholesky factorization"
"idealfilter","Apply ideal (noncausal) filter to timeseries object"
"idivide","Integer division with rounding option"
"if/elseif/else","Execute statements if condition is true"
"ifft","Inverse fast Fourier transform"
"ifft2","2-D inverse fast Fourier transform"
"ifftn","N-D inverse fast Fourier transform"
"ifftshift","Inverse FFT shift"
"ilu","Sparse incomplete LU factorization"
"im2frame","Convert image to movie frame"
"im2java","Convert image to Java image"
"imag","Imaginary part of complex number"
"image","Display image object"
"imagesc","Scale data and display image object"
"imapprox","Approximate indexed image by reducing number of colors"
"imfinfo","Information about graphics file"
"imformats","Manage image file format registry"
"import","Add package or class to current import list"
"importdata","Load data from file"
"imread","Read image from graphics file"
"imwrite","Write image to graphics file"
"incenter","Incenter of triangle or tetrahedron"
"incenters","(Will be removed) Incenters of specified simplices"
"ind2rgb","Convert indexed image to RGB image"
"ind2sub","Subscripts from linear index"
"Inf","Infinity"
"inferiorto","Specify inferior class relationship"
"info","Information about contacting MathWorks"
"inline","Construct inline object"
"inmem","Names of functions, MEX-files, classes in memory"
"inOutStatus","(Will be removed) Status of triangles in 2-D constrainedDelaunay triangulation"
"inpolygon","Points inside polygonal region"
"input","Request user input"
"inputdlg","Create and open input dialog box"
"inputname","Variable name of function input"
"inputParser","Parse function inputs"
"inspect","Open Property Inspector"
"instrcallback","Event information when event occurs"
"instrfind","Read serial port objects from memory to MATLAB workspace"
"instrfindall","Find visible and hidden serial port objects"
"int16","Convert to 16-bit signed integer"
"int2str","Convert integer to string"
"int32","Convert to 32-bit signed integer"
"int64","Convert to 64-bit signed integer"
"int8","Convert to 8-bit signed integer"
"integral","Numerically evaluate integral"
"integral2","Numerically evaluate double integral"
"integral3","Numerically evaluate triple integral"
"interfaces","List custom interfaces exposed by COM server object"
"interp1","1-D data interpolation (table lookup)"
"interp1q","Quick 1-D linear interpolation"
"interp2","Interpolation for 2-D gridded data in meshgrid format"
"interp3","Interpolation for 3-D gridded data in meshgrid format"
"interpft","1-D interpolation using FFT method"
"interpn","Interpolation for 1-D, 2-D, 3-D, and N-D gridded datain ndgrid format"
"interpstreamspeed","Interpolate stream-line vertices from flow speed"
"intersect","Set intersection of two arrays"
"intmax","Largest value of specified integer type"
"intmin","Smallest value of specified integer type"
"inv","Matrix inverse"
"invhilb","Inverse of Hilbert matrix"
"invoke","Invoke method on COM object or interface, or display methods"
"ipermute","Inverse permute dimensions of N-D array"
"iqr","Interquartile range of timeseries data"
"is*","Detect state"
"isa","Determine if input is object of specified class"
"isappdata","True if application-defined data exists"
"iscell","Determine whether input is cell array"
"iscellstr","Determine whether input is cell array of strings"
"ischar","Determine whether item is character array"
"iscolumn","Determine whether inputis column vector"
"iscom","Determine whether input is COM or ActiveX object"
"isConnected","Test if two vertices are connected by edge"
"isdir","Determine whether input is folder"
"isEdge","(Will be removed) Test if vertices are joined by edge"
"isempty (tscollection)","Determine whether tscollection objectis empty"
"isempty","Determine whether array is empty"
"isequal (MException)","Compare scalar MException objects forequality"
"isequal","Test arrays for equality"
"isequaln","Test arrays for equality, treating NaN values as equal"
"isequalwithequalnans","Test arrays for equality, treating NaNs as equal"
"isevent","Determine whether input is COM object event"
"isfield","Determine whether input is structure array field"
"isfinite","Array elements that are finite"
"isfloat","Determine if input is floating-point array"
"isglobal","Determine whether input is global variable"
"ishghandle","True for Handle Graphics object handles"
"ishold","Current hold state"
"isinf","Array elements that are infinite"
"isinteger","Determine if input is integer array"
"isinterface","Determine whether input is COM interface"
"isInterior","Test if triangle is in interior of 2-D constrained Delaunaytriangulation"
"isjava","Determine if input is Java object"
"isKey","Determine if containers.Map objectcontains key"
"iskeyword","Determine whether input is MATLAB keyword"
"isletter","Array elements that are alphabetic letters"
"islogical","Determine if input is logical array"
"ismac","Determine if version is for Mac OS X platform"
"ismatrix","Determine whether inputis matrix"
"ismember","Array elements that are members of set array"
"ismethod","Determine if method of object"
"ismethod","Determine whether input is COM object method"
"isnan","Array elements that are NaN"
"isnumeric","Determine if input is numeric array"
"isobject","Determine if input is MATLAB object"
"isocaps","Compute isosurface end-cap geometry"
"isocolors","Calculate isosurface and patch colors"
"isonormals","Compute normals of isosurface vertices"
"isosurface","Extract isosurface data from volume data"
"ispc","Determine if version is for Windows (PC) platform"
"ispref","Test for existence of preference"
"isprime","Determine which array elements are prime"
"isprop","Determine if property of object"
"isprop","Determine whether input is COM object property"
"isreal","Check if input is real array"
"isrow","Determine whether inputis row vector"
"isscalar","Determine whether input is scalar"
"issorted","Determine whether set elements are in sorted order"
"isspace","Array elements that are space characters"
"issparse","Determine whether input is sparse"
"isstr","Determine whether input is character array"
"isstrprop","Determine whether string is of specified category"
"isstruct","Determine whether input is structure array"
"isstudent","Determine if version is Student Version"
"isunix","Determine if version is for UNIX platform"
"isvalid (serial)","Determine whether serial port objects are valid"
"isvalid (timer)","Determine whether timer object is valid"
"isvalid","Is object valid handle class object"
"isvarname","Determine whether input is valid variable name"
"isvector","Determine whether input is vector"
"j","Imaginary unit"
"javaaddpath","Add entries to dynamic Java class path"
"javaArray","Construct Java array object"
"javachk","Error message based on Java feature support"
"javaclasspath","Return Java class path or specify dynamic path"
"javaMethod","Call Java method"
"javaMethodEDT","Call Java method from Event Dispatch Thread (EDT)"
"javaObject","Call Java constructor"
"javaObjectEDT","Call Java constructor on Event Dispatch Thread (EDT)"
"javarmpath","Remove entries from dynamic Java class path"
"keyboard","Input from keyboard"
"keys","Identify keys of containers.Map object"
"kron","Kronecker tensor product"
"last (MException)","Last uncaught exception"
"lasterr","Last error message"
"lasterror","Last error message and related information"
"lastwarn","Last warning message"
"lcm","Least common multiple"
"ldivide","Left array division"
"ldl","Block LDL' factorization for Hermitian indefinite matrices"
"le","Test for less than or equal to"
"legend","Graph legend for lines and patches"
"legendre","Associated Legendre functions"
"length (serial)","Length of serial port object array"
"length (tscollection)","Length of time vector"
"length","Length of containers.Map object"
"length","Length of vector or largest array dimension"
"libfunctions","Return information on functions in shared library"
"libfunctionsview","Display shared library function signatures in window"
"libisloaded","Determine if shared library is loaded"
"libpointer","Pointer object for use with shared library"
"libstruct","Convert MATLAB structure to C-style structure for usewith shared library"
"license","Return license number or perform licensing task"
"light","Create light object"
"lightangle","Create or position light object in spherical coordinates"
"lighting","Specify lighting algorithm"
"lin2mu","Convert linear audio signal to mu-law"
"line","Create line object"
"LineSpec (Line Specification)","Linespecification string syntax"
"linkaxes","Synchronize limits of specified 2-D axes"
"linkdata","Automatically update graphs when variables change"
"linkprop","Keep same value for corresponding properties of graphicsobjects"
"linsolve","Solve linear system of equations"
"linspace","Generate linearly spaced vectors"
"listdlg","Create and open list-selection dialog box"
"listfonts","List available system fonts"
"load (serial)","Load serial port objects and variables into MATLAB workspace"
"load","Load data from MAT-file into workspace"
"load","Initialize control object from file"
"loadlibrary","Load shared library into MATLAB"
"loadobj","Modify load process for object"
"log","Natural logarithm"
"log10","Common (base 10) logarithm"
"log1p","Compute log(1+x) accurately for small values of x"
"log2","Base 2 logarithm and dissect floating-point numbers intoexponent and mantissa"
"logical","Convert numeric values to logical"
"Logical
Operators: Elementwise","Elementwise logical operations on arrays"
"Logical
Operators: Short-circuit","Logical operations, with short-circuiting capability"
"loglog","Log-log scale plot"
"logm","Matrix logarithm"
"logspace","Generate logarithmically spaced vectors"
"lookfor","Search for keyword in all help entries"
"lower","Convert string to lowercase"
"ls","List folder contents"
"lscov","Least-squares solution in presence of known covariance"
"lsqnonneg","Solve nonnegative least-squares constraints problem"
"lsqr","LSQR method"
"lt","Test for less than"
"lu","LU matrix factorization"
"luinc","Sparse incomplete LU factorization"
"magic","Magic square"
"makehgtform","Create 4-by-4 transform matrix"
"mat2cell","Convert array to cell array with potentially differentsized cells"
"mat2str","Convert matrix to string"
"material","Control reflectance properties of surfaces and patches"
"matfile","Load and save parts of variables in MAT-files"
"matlab (UNIX)","Start MATLAB program (UNIX platforms)"
"matlab (Windows)","Start MATLAB program (Windows platforms)"
"matlab.apputil.create","Create or modify app project file for packaging app into .mlappinstall fileusing interactive dialog box"
"matlab.apputil.getInstalledAppInfo","List installed app information"
"matlab.apputil.install","Install app from a .mlappinstall file"
"matlab.apputil.package","Package app files into .mlappinstall file"
"matlab.apputil.run","Run app programmatically"
"matlab.apputil.uninstall","Uninstall app"
"matlab.exception.JavaException","Capture error information for Java exception"
"matlab.io.MatFile","Load and save parts of variables in MAT-files"
"matlab.mixin.Copyable","Superclass providing copy functionality for handle objects"
"matlab.mixin.Heterogeneous","Superclass for heterogeneousarray formation"
"matlab.unittest.Test","Specification of a single test method"
"matlab.unittest.TestCase","Superclass of all matlab.unittest testclasses"
"matlab.unittest.TestCase.run","Run TestCase test"
"matlab.unittest.TestResult","Result of running test suite"
"matlab.unittest.TestRunner.addPlugin","Add plugin to TestRunner object"
"matlab.unittest.TestRunner","Class for running tests in matlab.unittest framework"
"matlab.unittest.TestRunner.run","Run all tests in TestSuite array"
"matlab.unittest.TestSuite","Class for grouping tests to run"
"matlab.unittest.TestSuite.run","Run TestSuite array using TestRunner objectconfigured for text output"
"matlabrc","Startup file for MATLAB program"
"matlabroot","Root folder"
"max","Largest elements in array"
"max","Maximum value of timeseries data"
"MaximizeCommandWindow","Open Automation server window"
"maxNumCompThreads","Control maximum number of computational threads"
"mean","Average or mean value of array"
"mean","Mean value of timeseries data"
"median","Median value of array"
"median","Median value of timeseries data"
"memmapfile","Construct memmapfile object"
"memory","Display memory information"
"menu","Generate menu of choices for user input"
"mesh","Mesh plot"
"meshc","Plot a contour graph under mesh graph"
"meshgrid","Rectangular grid in 2-D and 3-D space"
"meshz","Plot a curtain around mesh plot"
"meta.abstractDetails","Find abstract methods and properties"
"meta.class","meta.class class describes MATLAB classes"
"meta.class.fromName","Return meta.class object associatedwith named class"
"meta.DynamicProperty","meta.DynamicProperty class describesdynamic property of MATLAB object"
"meta.EnumeratedValue","Describes enumeration members of MATLAB class"
"meta.event","meta.event class describes MATLAB classevents"
"meta.MetaData","Superclass for MATLAB object metadata"
"meta.method","meta.method class describes MATLAB classmethods"
"meta.package","meta.package class describes MATLAB packages"
"meta.package.fromName","Return meta.package object for specifiedpackage"
"meta.package.getAllPackages","Get all top-level packages"
"meta.property","meta.property class describes MATLAB classproperties"
"metaclass","Obtain meta.class object"
"methods","Class method names"
"methodsview","View class methods"
"mex","Compile MEX-function from C/C++ or Fortran source code"
"mex.getCompilerConfigurations","Get compiler configuration information for building MEX-files"
"MException","Capture error information"
"mexext","Binary MEX-file name extension"
"mfilename","File name of currently running function"
"min","Smallest elements in array"
"min","Minimum value of timeseries data"
"MinimizeCommandWindow","Minimize size of Automation server window"
"minres","Minimum residual method"
"minus","Minus"
"mislocked","Determine if function is locked in memory"
"mkdir","Make new folder"
"mkpp","Make piecewise polynomial"
"mldivide","Solve systems of linear equations Ax = B for x"
"mlint","Check MATLAB code files for possible problems"
"mlintrpt","Run checkcode for file or folder, reportingresults in browser"
"mlock","Prevent clearing function from memory"
"mmfileinfo","Information about multimedia file"
"mmreader","Create object for reading video files"
"mod","Modulus after division"
"mode","Most frequent values in array"
"more","Control paged output for Command Window"
"move","Move or resize control in parent window"
"movefile","Move file or folder"
"movegui","Move GUI figure to specified location on screen"
"movie","Play recorded movie frames"
"movie2avi","Create Audio/Video Interleaved (AVI) file from MATLAB movie"
"mpower","Matrix power"
"mrdivide","Solve systems of linear equations xA = B for x"
"msgbox","Create and open message box"
"mtimes","Matrix multiplication"
"mu2lin","Convert mu-law audio signal to linear"
"multibandread","Read band-interleaved data from binary file"
"multibandwrite","Write band-interleaved data to file"
"munlock","Allow clearing functions from memory"
"namelengthmax","Maximum identifier length"
"NaN","Not-a-Number"
"nargchk","Validate number of input arguments"
"nargin","Number of function input arguments"
"narginchk","Validate number of input arguments"
"nargout","Number of function output arguments"
"nargoutchk","Validate number of output arguments"
"native2unicode","Convert numeric bytes to Unicode characters"
"nccreate","Create variable in NetCDFfile"
"ncdisp","Display contents ofNetCDF data source in Command Window"
"nchoosek","Binomial coefficient or all combinations"
"ncinfo","Return information aboutNetCDF data source"
"ncread","Read data from variablein NetCDF data source"
"ncreadatt","Read attribute valuefrom NetCDF data source"
"ncwrite","Write data to NetCDFfile"
"ncwriteatt","Write attribute to NetCDF file"
"ncwriteschema","Add NetCDF schema definitions to NetCDF file"
"ndgrid","Rectangular grid in N-D space"
"ndims","Number of array dimensions"
"ne (MException)","Compare scalar MException objects forinequality"
"ne","Test for inequality"
"nearestNeighbor","Vertex closest to specified location"
"nearestNeighbor","(Will be removed) Point closest to specified location"
"neighbors","(Will be removed) Simplex neighbor information"
"neighbors","Neighbors to specified triangle or tetrahedron"
"NET","Summary of functions in MATLAB .NET interface"
"NET.addAssembly","Make .NET assembly visible to MATLAB"
"NET.Assembly","Members of .NET assembly"
"NET.convertArray","Convert numeric MATLAB array to .NET array"
"NET.createArray","Array for nonprimitive .NET types"
"NET.createGeneric","Create instance of specialized .NET generic type"
"NET.disableAutoRelease","Lock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB does not release COM object"
"NET.enableAutoRelease","Unlock .NET object representing a RunTime Callable Wrapper(COM Wrapper) so that MATLAB releases COM object"
"NET.GenericClass","Represent parameterized generic type definitions"
"NET.invokeGenericMethod","Invoke generic method of object"
"NET.IsNETSupported","Check for supported Microsoft .NET Framework"
"NET.NetException","Capture error information for .NET exception"
"NET.setStaticProperty","Static property or field name"
"netcdf","Summary of MATLAB Network Common Data Form (NetCDF)capabilities"
"netcdf.abort","Revert recent netCDF file definitions"
"netcdf.close","Close netCDF file"
"netcdf.copyAtt","Copy attribute to new location"
"netcdf.create","Create new NetCDF dataset"
"netcdf.defDim","Create netCDF dimension"
